timestamp,gateway_address,node_address,event_name,event_tag
2025-09-11T19:20:38.543538,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:38.816479,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:39.792603,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_LEFT,
2025-09-11T19:20:40.144873,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_LEFT,
2025-09-11T19:20:40.168230,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:40.752820,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:41.497475,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_LEFT,
2025-09-11T19:20:42.080513,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_LEFT,
2025-09-11T19:20:42.141462,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:42.667528,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:43.307310,0x24374C76B5CF8604,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:43.469556,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_LEFT,
2025-09-11T19:20:43.871139,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:43.927032,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_LEFT,
2025-09-11T19:20:44.934019,0x24374C76B5CF8604,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:45.866986,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:46.260354,0x24374C76B5CF8604,0x3339614A910968C6,NODE_LEFT,
2025-09-11T19:20:46.506865,0x1B5B306C3D7542D0,0xFDB27ED47841882D,NODE_JOINED,
2025-09-11T19:20:46.938749,0x24374C76B5CF8604,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:47.196231,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_LEFT,
2025-09-11T19:20:47.810555,0x24374C76B5CF8604,0xFDB27ED47841882D,NODE_LEFT,
2025-09-11T19:20:47.813341,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:48.266188,0x24374C76B5CF8604,0x3339614A910968C6,NODE_LEFT,
2025-09-11T19:20:48.731917,0x1B5B306C3D7542D0,0x3339614A910968C6,NODE_JOINED,
2025-09-11T19:20:49.051746,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_LEFT,
2025-09-11T19:20:49.497908,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:50.329885,0x24374C76B5CF8604,0xFDB27ED47841882D,NODE_JOINED,
2025-09-11T19:20:50.829623,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_LEFT,
2025-09-11T19:20:51.390904,0x24374C76B5CF8604,0xC4CEED7BCFD1EE2A,NODE_JOINED,
2025-09-11T19:20:51.658112,0x24374C76B5CF8604,0xFDB27ED47841882D,NODE_LEFT,
