timestamp,gateway_address,schedule_id,connected_nodes,avg_latency_ms,avg_pdr_downlink_radio,avg_pdr_uplink_radio,latest_node_tx_count,latest_node_rx_count,latest_gw_tx_count,latest_gw_rx_count
2025-09-12T15:18:38.363076,0x24374C76B5CF8604,1,0,0,0,0,0,0,0,0
2025-09-12T15:18:39.375199,0x24374C76B5CF8604,1,9,0,0,0,0,0,0,0
2025-09-12T15:18:40.400985,0x24374C76B5CF8604,1,15,0,0,0,0,0,0,0
2025-09-12T15:18:41.426856,0x24374C76B5CF8604,1,26,25.75,0.15,0.15,4,4,4,4
2025-09-12T15:18:42.466939,0x24374C76B5CF8604,1,39,33.58,0.18,0.18,7,7,7,7
2025-09-12T15:18:43.514307,0x24374C76B5CF8604,1,50,47.79,0.22,0.22,11,11,11,11
2025-09-12T15:18:44.549847,0x24374C76B5CF8604,1,67,45.39,0.22,0.22,23,23,23,23
2025-09-12T15:18:45.602934,0x24374C76B5CF8604,1,79,66.66,0.35,0.35,36,36,36,36
2025-09-12T15:18:46.658701,0x24374C76B5CF8604,1,79,86.5,0.48,0.48,46,46,46,46
2025-09-12T15:18:47.716294,0x24374C76B5CF8604,1,79,122.39,0.59,0.59,70,70,70,70
2025-09-12T15:18:48.775070,0x24374C76B5CF8604,1,80,132.16,0.61,0.61,93,93,93,92
2025-09-12T15:18:49.834315,0x24374C76B5CF8604,1,80,151.14,0.72,0.72,115,115,115,114
2025-09-12T15:18:50.894943,0x24374C76B5CF8604,1,80,220.99,0.97,0.97,137,137,137,136
2025-09-12T15:18:51.948605,0x24374C76B5CF8604,1,80,220.78,0.97,0.97,161,161,161,160
2025-09-12T15:18:53.010352,0x24374C76B5CF8604,1,80,219.53,0.97,0.97,185,185,185,184
2025-09-12T15:18:54.071826,0x24374C76B5CF8604,1,80,218.1,0.99,0.99,204,204,204,203
2025-09-12T15:18:55.136622,0x24374C76B5CF8604,1,80,228.85,1,1,226,226,226,225
2025-09-12T15:18:56.195116,0x24374C76B5CF8604,1,80,231.63,1,1,247,247,247,246
2025-09-12T15:18:57.257678,0x24374C76B5CF8604,1,80,229.82,1,1,267,267,267,266
2025-09-12T15:18:58.317579,0x24374C76B5CF8604,1,80,230.01,1,1,281,281,281,280
2025-09-12T15:18:59.382320,0x24374C76B5CF8604,1,80,231.08,1,1,302,302,302,301
2025-09-12T15:19:00.443965,0x24374C76B5CF8604,1,80,229.35,1,1,322,322,322,321
2025-09-12T15:19:01.509407,0x24374C76B5CF8604,1,80,225.12,1,1,353,353,353,351
2025-09-12T15:19:02.573035,0x24374C76B5CF8604,1,80,224.05,1,1,380,380,380,378
2025-09-12T15:19:03.637529,0x24374C76B5CF8604,1,80,222.31,1,1,403,403,403,401
2025-09-12T15:19:04.697942,0x24374C76B5CF8604,1,80,220.13,1,1,423,423,423,421
2025-09-12T15:19:05.763403,0x24374C76B5CF8604,1,80,220.42,1,1,445,445,445,443
2025-09-12T15:19:06.830504,0x24374C76B5CF8604,1,80,221.96,1,1,467,467,467,465
2025-09-12T15:19:07.895744,0x24374C76B5CF8604,1,80,224.02,1,1,475,475,475,473
2025-09-12T15:19:08.959991,0x24374C76B5CF8604,1,80,223.56,1,1,512,512,512,510
2025-09-12T15:19:10.026207,0x24374C76B5CF8604,1,80,224.73,1,1,535,535,535,533
2025-09-12T15:19:11.091758,0x24374C76B5CF8604,1,80,225.57,1,1,564,564,564,562
2025-09-12T15:19:12.156329,0x24374C76B5CF8604,1,80,226.31,1,1,581,581,581,579
2025-09-12T15:19:13.223039,0x24374C76B5CF8604,1,80,228.42,1,1,613,613,613,611
2025-09-12T15:19:14.290476,0x24374C76B5CF8604,1,80,227.34,1,1,628,628,628,626
2025-09-12T15:19:15.357237,0x24374C76B5CF8604,1,80,228.23,1,1,649,649,649,647
2025-09-12T15:19:16.423684,0x24374C76B5CF8604,1,80,227.75,1,1,669,669,669,667
2025-09-12T15:19:17.483317,0x24374C76B5CF8604,1,80,228.9,1,1,700,700,700,698
2025-09-12T15:19:18.546602,0x24374C76B5CF8604,1,80,229.66,1,1,717,717,717,715
2025-09-12T15:19:19.615767,0x24374C76B5CF8604,1,80,228.85,1,1,732,732,732,730
2025-09-12T15:19:20.690801,0x24374C76B5CF8604,1,80,229.89,1,1,761,761,761,759
2025-09-12T15:19:21.766215,0x24374C76B5CF8604,1,80,228.77,1,1,785,785,785,783
2025-09-12T15:19:22.835521,0x24374C76B5CF8604,1,80,228.63,1,1,811,811,811,809
2025-09-12T15:19:23.897837,0x24374C76B5CF8604,1,80,228.26,1,1,826,826,826,824
2025-09-12T15:19:24.968546,0x24374C76B5CF8604,1,80,229.23,1,1,854,854,854,850
2025-09-12T15:19:26.037658,0x24374C76B5CF8604,1,80,228.65,1,1,876,876,876,872
2025-09-12T15:19:27.105172,0x24374C76B5CF8604,1,80,227.99,1,1,904,904,904,900
2025-09-12T15:19:28.173151,0x24374C76B5CF8604,1,80,226.57,1,1,924,924,924,920
2025-09-12T15:19:29.241744,0x24374C76B5CF8604,1,80,226.45,1,1,946,946,946,942
2025-09-12T15:19:30.309084,0x24374C76B5CF8604,1,80,225.29,1,1,969,969,969,965
2025-09-12T15:19:31.375664,0x24374C76B5CF8604,1,80,225,1,1,992,992,992,987
2025-09-12T15:19:32.446375,0x24374C76B5CF8604,1,80,224.76,1,1,1007,1007,1007,1002
2025-09-12T15:19:33.516181,0x24374C76B5CF8604,1,80,225.47,1,1,1025,1025,1025,1020
2025-09-12T15:19:34.581059,0x24374C76B5CF8604,1,80,225.11,1,1,1052,1052,1052,1047
2025-09-12T15:19:35.644038,0x24374C76B5CF8604,1,80,224.9,1,1,1061,1061,1061,1056
2025-09-12T15:19:36.714483,0x24374C76B5CF8604,1,80,225.17,1,0.99,1097,1097,1097,1091
2025-09-12T15:19:37.783402,0x24374C76B5CF8604,1,80,224.93,1,0.99,1116,1116,1116,1110
2025-09-12T15:19:38.854714,0x24374C76B5CF8604,1,80,225.52,1,0.99,1137,1137,1138,1129
2025-09-12T15:19:39.925453,0x24374C76B5CF8604,1,80,226.22,1,0.99,1157,1157,1158,1149
2025-09-12T15:19:40.994922,0x24374C76B5CF8604,1,80,225.79,1,0.99,1171,1171,1172,1163
2025-09-12T15:19:42.067403,0x24374C76B5CF8604,1,80,225.19,1,0.99,1191,1191,1192,1183
2025-09-12T15:19:43.135177,0x24374C76B5CF8604,1,80,225.23,1,0.99,1214,1214,1215,1205
2025-09-12T15:19:44.205543,0x24374C76B5CF8604,1,80,225.9,1,0.99,1240,1240,1241,1231
2025-09-12T15:19:45.272941,0x24374C76B5CF8604,1,80,225.56,1,0.99,1265,1265,1266,1256
2025-09-12T15:19:46.339614,0x24374C76B5CF8604,1,80,225.7,1,0.99,1298,1298,1299,1289
2025-09-12T15:19:47.412724,0x24374C76B5CF8604,1,80,225.03,1,0.99,1318,1318,1319,1309
2025-09-12T15:19:48.483867,0x24374C76B5CF8604,1,80,225.25,1,0.99,1335,1335,1336,1326
2025-09-12T15:19:49.555779,0x24374C76B5CF8604,1,80,224.39,1,0.99,1356,1356,1357,1347
2025-09-12T15:19:50.628383,0x24374C76B5CF8604,1,80,224.16,1,0.99,1387,1387,1388,1378
2025-09-12T15:19:51.700928,0x24374C76B5CF8604,1,80,223.78,1,0.99,1419,1419,1420,1410
2025-09-12T15:19:52.773469,0x24374C76B5CF8604,1,80,223.9,1,0.99,1443,1443,1444,1434
2025-09-12T15:19:53.843718,0x24374C76B5CF8604,1,80,223.31,1,0.99,1461,1461,1462,1452
2025-09-12T15:19:54.917348,0x24374C76B5CF8604,1,80,223.51,1,0.99,1480,1480,1481,1471
2025-09-12T15:19:55.990299,0x24374C76B5CF8604,1,80,222.28,1,0.99,1500,1500,1501,1491
2025-09-12T15:19:57.065951,0x24374C76B5CF8604,1,80,221.1,1,0.99,1523,1523,1524,1514
2025-09-12T15:19:58.140463,0x24374C76B5CF8604,1,80,220.19,1,0.99,1551,1551,1552,1542
2025-09-12T15:19:59.213457,0x24374C76B5CF8604,1,80,221.1,1,0.99,1566,1566,1567,1557
2025-09-12T15:20:00.278446,0x24374C76B5CF8604,1,80,221.21,1,0.99,1592,1592,1593,1582
2025-09-12T15:20:01.353304,0x24374C76B5CF8604,1,80,221.49,1,0.99,1606,1606,1607,1596
2025-09-12T15:20:02.427863,0x24374C76B5CF8604,1,80,221.53,1,0.99,1631,1631,1632,1621
2025-09-12T15:20:03.501902,0x24374C76B5CF8604,1,80,222.44,1,0.99,1654,1654,1655,1644
2025-09-12T15:20:04.574669,0x24374C76B5CF8604,1,80,222.5,1,0.99,1689,1689,1690,1679
2025-09-12T15:20:05.649214,0x24374C76B5CF8604,1,80,223.49,1,0.99,1708,1708,1709,1697
2025-09-12T15:20:06.722254,0x24374C76B5CF8604,1,80,221.9,1,0.99,1733,1733,1734,1722
2025-09-12T15:20:07.792352,0x24374C76B5CF8604,1,80,220.93,1,0.99,1752,1752,1753,1741
2025-09-12T15:20:08.867197,0x24374C76B5CF8604,1,80,221.64,1,0.99,1766,1766,1767,1755
2025-09-12T15:20:09.942971,0x24374C76B5CF8604,1,80,221.79,1,0.99,1781,1781,1782,1769
