timestamp,gateway_address,schedule_id,connected_nodes,tx_total,rx_total,tx_rate_1s,rx_rate_1s,avg_latency_ms
2025-09-05T14:51:44.012432,0x24374C76B5CF8604,4,0,0,0,0,0,0.00
2025-09-05T14:51:46.079394,0x24374C76B5CF8604,4,26,0,0,0,0,88.05
2025-09-05T14:51:48.118771,0x24374C76B5CF8604,4,41,0,0,0,0,97.75
2025-09-05T14:51:50.207383,0x24374C76B5CF8604,4,44,0,0,0,0,92.71
2025-09-05T14:51:52.311706,0x24374C76B5CF8604,4,44,0,0,0,0,86.41
2025-09-05T14:51:54.448991,0x24374C76B5CF8604,4,44,0,0,0,0,84.05
2025-09-05T14:51:56.526881,0x24374C76B5CF8604,4,44,0,0,0,0,100.38
2025-09-05T14:51:58.580560,0x24374C76B5CF8604,4,44,0,0,0,0,93.03
2025-09-05T14:52:00.707231,0x24374C76B5CF8604,4,44,0,0,0,0,103.58
2025-09-05T14:52:02.752752,0x24374C76B5CF8604,4,44,0,0,0,0,144.00
2025-09-05T14:52:04.843981,0x24374C76B5CF8604,4,43,0,0,0,0,89.40
2025-09-05T14:52:06.953111,0x24374C76B5CF8604,4,43,0,0,0,0,94.41
2025-09-05T14:52:08.964049,0x24374C76B5CF8604,4,44,0,0,0,0,96.35
2025-09-05T14:52:10.982466,0x24374C76B5CF8604,4,44,0,0,0,0,103.99
2025-09-05T14:52:12.995609,0x24374C76B5CF8604,4,44,0,0,0,0,89.52
2025-09-05T14:52:15.009407,0x24374C76B5CF8604,4,44,0,0,0,0,96.75
2025-09-05T14:52:17.034020,0x24374C76B5CF8604,4,44,0,0,0,0,85.66
2025-09-05T14:52:19.055895,0x24374C76B5CF8604,4,44,0,0,0,0,93.64
2025-09-05T14:52:21.072181,0x24374C76B5CF8604,4,44,0,0,0,0,104.89
2025-09-05T14:52:23.230994,0x24374C76B5CF8604,4,44,0,0,0,0,77.72
2025-09-05T14:52:25.258956,0x24374C76B5CF8604,4,44,0,0,0,0,87.66
2025-09-05T14:52:27.281963,0x24374C76B5CF8604,4,44,0,0,0,0,89.40
2025-09-05T14:52:29.292944,0x24374C76B5CF8604,4,44,0,0,0,0,113.63
2025-09-05T14:52:31.301110,0x24374C76B5CF8604,4,44,0,0,0,0,107.34
2025-09-05T14:52:33.323009,0x24374C76B5CF8604,4,44,0,0,0,0,91.67
2025-09-05T14:52:35.358129,0x24374C76B5CF8604,4,44,0,0,0,0,102.53
2025-09-05T14:52:37.389823,0x24374C76B5CF8604,4,44,0,0,0,0,84.98
2025-09-05T14:52:39.412874,0x24374C76B5CF8604,4,44,0,0,0,0,102.38
2025-09-05T14:52:41.450236,0x24374C76B5CF8604,4,44,0,0,0,0,83.86
2025-09-05T14:52:43.492075,0x24374C76B5CF8604,4,44,0,0,0,0,77.00
2025-09-05T14:52:45.523351,0x24374C76B5CF8604,4,44,0,0,0,0,89.05
2025-09-05T14:52:47.570237,0x24374C76B5CF8604,4,44,0,0,0,0,96.48
2025-09-05T14:52:49.602057,0x24374C76B5CF8604,4,44,0,0,0,0,93.91
2025-09-05T14:52:51.637109,0x24374C76B5CF8604,4,44,0,0,0,0,85.48
2025-09-05T14:52:53.691421,0x24374C76B5CF8604,4,44,0,0,0,0,92.00
2025-09-05T14:52:55.715378,0x24374C76B5CF8604,4,44,0,0,0,0,96.79
2025-09-05T14:52:57.812984,0x24374C76B5CF8604,4,44,0,0,0,0,86.58
2025-09-05T14:52:59.848710,0x24374C76B5CF8604,4,44,0,0,0,0,94.05
2025-09-05T14:53:01.991692,0x24374C76B5CF8604,4,44,0,0,0,0,76.80
2025-09-05T14:53:04.117400,0x24374C76B5CF8604,4,44,0,0,0,0,93.53
2025-09-05T14:53:06.238706,0x24374C76B5CF8604,4,44,0,0,0,0,81.43
2025-09-05T14:53:08.374143,0x24374C76B5CF8604,4,44,0,0,0,0,100.78
2025-09-05T14:53:10.519130,0x24374C76B5CF8604,4,44,0,0,0,0,100.02
2025-09-05T14:53:12.646588,0x24374C76B5CF8604,4,44,0,0,0,0,99.78
2025-09-05T14:53:14.796625,0x24374C76B5CF8604,4,44,0,0,0,0,103.03
2025-09-05T14:53:16.964844,0x24374C76B5CF8604,4,44,0,0,0,0,97.64
2025-09-05T14:53:19.105186,0x24374C76B5CF8604,4,44,0,0,0,0,99.45
2025-09-05T14:53:21.252425,0x24374C76B5CF8604,4,44,0,0,0,0,88.98
2025-09-05T14:53:23.400962,0x24374C76B5CF8604,4,44,0,0,0,0,74.92
2025-09-05T14:53:25.555845,0x24374C76B5CF8604,4,44,0,0,0,0,75.42
2025-09-05T14:53:27.715983,0x24374C76B5CF8604,4,44,0,0,0,0,81.36
2025-09-05T14:53:29.865721,0x24374C76B5CF8604,4,44,0,0,0,0,75.75
2025-09-05T14:53:31.998830,0x24374C76B5CF8604,4,44,0,0,0,0,95.38
2025-09-05T14:53:34.146324,0x24374C76B5CF8604,4,44,0,0,0,0,95.72
2025-09-05T14:53:36.297634,0x24374C76B5CF8604,4,44,0,0,0,0,96.36
2025-09-05T14:53:38.462556,0x24374C76B5CF8604,4,44,0,0,0,0,87.08
2025-09-05T14:53:40.616798,0x24374C76B5CF8604,4,42,0,0,0,0,114.05
2025-09-05T14:53:42.771567,0x24374C76B5CF8604,4,44,0,0,0,0,96.47
2025-09-05T14:53:44.939470,0x24374C76B5CF8604,4,44,0,0,0,0,92.75
2025-09-05T14:53:47.084440,0x24374C76B5CF8604,4,44,0,0,0,0,81.50
2025-09-05T14:53:49.235831,0x24374C76B5CF8604,4,44,0,0,0,0,93.35
2025-09-05T14:53:51.384558,0x24374C76B5CF8604,4,44,0,0,0,0,89.84
2025-09-05T14:53:53.540659,0x24374C76B5CF8604,4,42,0,0,0,0,105.35
2025-09-05T14:53:55.552954,0x24374C76B5CF8604,4,44,0,0,0,0,101.73
2025-09-05T14:53:57.600825,0x24374C76B5CF8604,4,44,0,0,0,0,81.70
2025-09-05T14:53:59.747517,0x24374C76B5CF8604,4,44,0,0,0,0,117.21
2025-09-05T14:54:01.899643,0x24374C76B5CF8604,4,44,0,0,0,0,96.85
2025-09-05T14:54:04.070446,0x24374C76B5CF8604,4,44,0,0,0,0,95.28
2025-09-05T14:54:06.231614,0x24374C76B5CF8604,4,44,0,0,0,0,90.41
