timestamp,gateway_address,schedule_id,connected_nodes,avg_latency_ms,avg_pdr_downlink_radio,avg_pdr_uplink_radio,latest_node_tx_count,latest_node_rx_count,latest_gw_tx_count,latest_gw_rx_count
2025-09-12T14:39:26.004875,0x24374C76B5CF8604,1,60,0,0,0,0,0,0,0
2025-09-12T14:39:27.056355,0x24374C76B5CF8604,1,60,0,0,0,0,0,0,0
2025-09-12T14:39:28.105771,0x24374C76B5CF8604,1,60,0,0,0,0,0,0,0
2025-09-12T14:39:29.157079,0x24374C76B5CF8604,1,60,17.69,0.11,0.11,427,427,447,408
2025-09-12T14:39:30.209774,0x24374C76B5CF8604,1,60,72.73,0.32,0.32,1244,1244,1286,1185
2025-09-12T14:39:31.258437,0x24374C76B5CF8604,1,60,160.59,0.64,0.63,2476,2476,2568,2338
2025-09-12T14:39:32.301025,0x24374C76B5CF8604,1,60,215.24,0.9,0.88,3466,3466,3591,3264
2025-09-12T14:39:33.359144,0x24374C76B5CF8604,1,60,215.48,0.92,0.9,3544,3544,3669,3338
2025-09-12T14:39:34.410706,0x24374C76B5CF8604,1,60,214.95,0.93,0.92,3558,3558,3683,3352
2025-09-12T14:39:35.468360,0x24374C76B5CF8604,1,60,225.69,0.95,0.95,3635,3635,3766,3425
2025-09-12T14:39:36.520072,0x24374C76B5CF8604,1,60,226.85,0.97,0.97,3709,3709,3843,3494
2025-09-12T14:39:37.576593,0x24374C76B5CF8604,1,60,224.45,0.96,0.97,3724,3724,3859,3508
2025-09-12T14:39:38.632877,0x24374C76B5CF8604,1,60,228.05,0.98,0.99,3802,3802,3940,3583
2025-09-12T14:39:39.693084,0x24374C76B5CF8604,1,60,227.7,0.98,0.99,3817,3817,3955,3598
2025-09-12T14:39:40.754148,0x24374C76B5CF8604,1,60,223.05,0.99,0.99,3841,3841,3979,3622
2025-09-12T14:39:41.815656,0x24374C76B5CF8604,1,60,224.36,0.99,0.99,3847,3847,3985,3628
2025-09-12T14:39:42.877956,0x24374C76B5CF8604,1,60,222.98,0.98,0.99,3873,3873,4012,3653
