timestamp,gateway_address,schedule_id,connected_nodes,avg_latency_ms,avg_pdr_downlink_radio,avg_pdr_uplink_radio,latest_node_tx_count,latest_node_rx_count,latest_gw_tx_count,latest_gw_rx_count
2025-09-12T14:58:37.557132,0x24374C76B5CF8604,1,0,0,0,0,0,0,0,0
2025-09-12T14:58:38.565178,0x24374C76B5CF8604,1,11,0,0,0,0,0,0,0
2025-09-12T14:58:39.592084,0x24374C76B5CF8604,1,29,0,0,0,0,0,0,0
2025-09-12T14:58:40.633419,0x24374C76B5CF8604,1,44,41.27,0.18,0.18,8,8,8,8
2025-09-12T14:58:41.678612,0x24374C76B5CF8604,1,66,53.98,0.26,0.26,17,17,17,17
2025-09-12T14:58:42.728624,0x24374C76B5CF8604,1,76,58.53,0.3,0.3,23,23,23,23
2025-09-12T14:58:43.769730,0x24374C76B5CF8604,1,86,58.27,0.31,0.31,43,43,43,42
2025-09-12T14:58:44.825351,0x24374C76B5CF8604,1,99,81.74,0.39,0.39,65,65,65,64
2025-09-12T14:58:45.884018,0x24374C76B5CF8604,1,99,108.13,0.54,0.53,79,79,79,78
2025-09-12T14:58:46.938778,0x24374C76B5CF8604,1,99,147.35,0.69,0.68,106,106,106,105
2025-09-12T14:58:47.999361,0x24374C76B5CF8604,1,99,151.58,0.7,0.7,135,135,135,134
2025-09-12T14:58:49.061202,0x24374C76B5CF8604,1,99,164.06,0.77,0.77,167,167,167,166
2025-09-12T14:58:50.123136,0x24374C76B5CF8604,1,99,193.28,0.92,0.92,191,191,191,190
2025-09-12T14:58:51.186158,0x24374C76B5CF8604,1,99,208.17,0.97,0.97,211,211,211,210
2025-09-12T14:58:52.248646,0x24374C76B5CF8604,1,99,213.91,0.97,0.97,242,242,242,240
2025-09-12T14:58:53.311653,0x24374C76B5CF8604,1,99,214.37,0.97,0.97,264,264,264,262
2025-09-12T14:58:54.373525,0x24374C76B5CF8604,1,100,214.03,0.99,0.99,294,294,294,292
