timestamp,gateway_address,node_address,is_alive,success_rate_30s,success_rate_total,pdr_downlink,pdr_uplink,rssi_node_dbm,rssi_gw_dbm,avg_latency_edge_ms,avg_latency_cloud_ms,last_latency_edge_ms,last_latency_cloud_ms
2025-09-11T17:38:36.392593,0x24374C76B5CF8604,0x7694C881B384EE03,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x7AB893A1407FC78B,True,100.00%,100.00%,0.00%,0.00%,-28,-34,172.49,172.49,172.49,172.49
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x18AEAF2D1A44956C,True,100.00%,100.00%,0.00%,0.00%,-28,-40,130.89,130.89,130.89,130.89
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x7DE4C0586D06974B,True,100.00%,100.00%,0.00%,0.00%,-34,-47,360.45,360.45,360.45,360.45
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x83C6ECAC460B23F3,True,100.00%,100.00%,0.00%,0.00%,-32,-41,54.99,54.99,54.99,54.99
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xBCB2E712F6D078E2,True,100.00%,100.00%,0.00%,0.00%,-30,-37,278.90,278.90,278.90,278.90
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x4FB05AEE6FCA046D,True,100.00%,100.00%,0.00%,0.00%,-37,-46,508.32,508.32,508.32,508.32
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x258B330DDDAFDE9C,True,100.00%,100.00%,0.00%,0.00%,-47,-49,205.27,205.27,205.27,205.27
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xE465587BB61A99A9,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xF1B028C6B39693A5,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xFDB6CC02C854CF1E,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x0A833E78880C6DC5,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x15D5017AA3800F1E,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x8C3BDCC588440DCA,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x9AB59A717BC7F74D,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x038C701874C52B20,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xA95D8A2DF55E6C44,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xDCE0471FD437E359,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x9579960F203ADE95,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xC82CA0F38D2A15E9,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x0C9A20E2E5E6F54C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xECC4E0DBD527FC99,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x3EF06E4B72E98CCD,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x93B9409637347BA4,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x44E5B4534F8DBC91,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xDBD14A8C2AB0CE32,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x55DA7FF0F238A844,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x588D2578218A459B,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xE26E0464A4FE9291,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x7694C881B384EE03,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x40FC2256FB47388C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xE37BBA04F9D3FE89,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0xC3DC334F29158BC2,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x2AD3880D2C9D1E8F,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:37.434845,0x24374C76B5CF8604,0x1A836AA1A5524991,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x7AB893A1407FC78B,True,100.00%,100.00%,0.00%,0.00%,-28,-34,172.49,172.49,172.49,172.49
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x18AEAF2D1A44956C,True,100.00%,100.00%,0.00%,0.00%,-28,-40,130.89,130.89,130.89,130.89
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x7DE4C0586D06974B,True,100.00%,100.00%,0.00%,0.00%,-34,-47,360.45,360.45,360.45,360.45
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x83C6ECAC460B23F3,True,100.00%,100.00%,0.00%,0.00%,-32,-41,54.99,54.99,54.99,54.99
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xBCB2E712F6D078E2,True,100.00%,100.00%,0.00%,0.00%,-30,-37,278.90,278.90,278.90,278.90
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x4FB05AEE6FCA046D,True,100.00%,100.00%,0.00%,0.00%,-37,-46,508.32,508.32,508.32,508.32
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x258B330DDDAFDE9C,True,100.00%,100.00%,0.00%,0.00%,-47,-49,205.27,205.27,205.27,205.27
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xE465587BB61A99A9,True,100.00%,100.00%,0.00%,0.00%,-39,-53,165.85,165.85,165.85,165.85
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xF1B028C6B39693A5,True,100.00%,100.00%,0.00%,0.00%,-35,-43,125.01,125.01,125.01,125.01
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xFDB6CC02C854CF1E,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x0A833E78880C6DC5,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x15D5017AA3800F1E,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x8C3BDCC588440DCA,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x9AB59A717BC7F74D,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x038C701874C52B20,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xA95D8A2DF55E6C44,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xDCE0471FD437E359,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x9579960F203ADE95,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xC82CA0F38D2A15E9,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x0C9A20E2E5E6F54C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xECC4E0DBD527FC99,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x3EF06E4B72E98CCD,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x93B9409637347BA4,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x44E5B4534F8DBC91,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xDBD14A8C2AB0CE32,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x55DA7FF0F238A844,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x588D2578218A459B,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xE26E0464A4FE9291,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x7694C881B384EE03,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x40FC2256FB47388C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xE37BBA04F9D3FE89,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xC3DC334F29158BC2,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x2AD3880D2C9D1E8F,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x1A836AA1A5524991,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0xDFD017EB417D107C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:38.479822,0x24374C76B5CF8604,0x150E3BE9B7C78815,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x7AB893A1407FC78B,True,100.00%,100.00%,0.00%,0.00%,-26,-34,231.11,231.11,289.73,289.73
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x18AEAF2D1A44956C,True,100.00%,100.00%,0.00%,0.00%,-32,-36,163.89,163.89,196.89,196.89
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x7DE4C0586D06974B,True,100.00%,100.00%,0.00%,0.00%,-37,-46,230.48,230.48,100.51,100.51
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x83C6ECAC460B23F3,True,100.00%,100.00%,0.00%,0.00%,-32,-40,34.11,34.11,13.23,13.23
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xBCB2E712F6D078E2,True,100.00%,100.00%,0.00%,0.00%,-30,-37,235.26,235.26,191.62,191.62
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x4FB05AEE6FCA046D,True,100.00%,100.00%,0.00%,0.00%,-37,-46,437.78,437.78,367.23,367.23
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x258B330DDDAFDE9C,True,100.00%,100.00%,0.00%,0.00%,-41,-46,244.06,244.06,282.86,282.86
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xE465587BB61A99A9,True,100.00%,100.00%,0.00%,0.00%,-35,-43,181.94,181.94,198.03,198.03
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xF1B028C6B39693A5,True,100.00%,100.00%,0.00%,0.00%,-35,-46,117.76,117.76,110.52,110.52
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xFDB6CC02C854CF1E,True,100.00%,100.00%,0.00%,0.00%,-31,-39,287.87,287.87,287.87,287.87
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x0A833E78880C6DC5,True,100.00%,100.00%,0.00%,0.00%,-30,-44,202.38,202.38,202.38,202.38
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x15D5017AA3800F1E,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x8C3BDCC588440DCA,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x9AB59A717BC7F74D,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x038C701874C52B20,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xA95D8A2DF55E6C44,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xDCE0471FD437E359,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x9579960F203ADE95,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xC82CA0F38D2A15E9,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x0C9A20E2E5E6F54C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xECC4E0DBD527FC99,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x3EF06E4B72E98CCD,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x93B9409637347BA4,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x44E5B4534F8DBC91,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xDBD14A8C2AB0CE32,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x55DA7FF0F238A844,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x588D2578218A459B,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xE26E0464A4FE9291,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x7694C881B384EE03,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x40FC2256FB47388C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xE37BBA04F9D3FE89,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xC3DC334F29158BC2,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x2AD3880D2C9D1E8F,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x1A836AA1A5524991,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xDFD017EB417D107C,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0x150E3BE9B7C78815,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:39.518856,0x24374C76B5CF8604,0xB962B4F6A50A6F76,True,100.00%,100.00%,0.00%,0.00%,,,0.00,0.00,0.00,0.00
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0x7AB893A1407FC78B,True,100.00%,100.00%,0.00%,0.00%,-26,-34,231.11,231.11,289.73,289.73
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0x18AEAF2D1A44956C,True,100.00%,100.00%,0.00%,0.00%,-32,-36,163.89,163.89,196.89,196.89
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0x7DE4C0586D06974B,True,100.00%,100.00%,0.00%,0.00%,-37,-46,230.48,230.48,100.51,100.51
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0x83C6ECAC460B23F3,True,100.00%,100.00%,0.00%,0.00%,-32,-40,34.11,34.11,13.23,13.23
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0xBCB2E712F6D078E2,True,100.00%,100.00%,0.00%,0.00%,-30,-37,235.26,235.26,191.62,191.62
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0x4FB05AEE6FCA046D,True,100.00%,100.00%,0.00%,0.00%,-37,-46,437.78,437.78,367.23,367.23
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0x258B330DDDAFDE9C,True,100.00%,100.00%,0.00%,0.00%,-41,-46,244.06,244.06,282.86,282.86
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0xE465587BB61A99A9,True,100.00%,100.00%,0.00%,0.00%,-35,-43,181.94,181.94,198.03,198.03
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0xF1B028C6B39693A5,True,100.00%,100.00%,0.00%,0.00%,-35,-46,117.76,117.76,110.52,110.52
2025-09-11T17:38:40.552538,0x24374C76B5CF8604,0xFDB6CC02C854CF1E,True,100.00%,100.00%,0.00%,0.00%,-31,-39,287.87,287.87,287.87,287.87
