timestamp,gateway_address,schedule_id,connected_nodes,tx_total,rx_total,tx_rate_1s,rx_rate_1s,avg_latency_ms
2025-09-05T18:02:34.057012,0x24374C76B5CF8604,6,10,0,0,0,0,37.64
2025-09-05T18:02:36.190319,0x24374C76B5CF8604,6,10,0,0,0,0,45.45
2025-09-05T18:02:38.203757,0x24374C76B5CF8604,6,10,0,0,0,0,43.50
2025-09-05T18:02:40.315510,0x24374C76B5CF8604,6,10,0,0,0,0,44.66
2025-09-05T18:02:42.359429,0x24374C76B5CF8604,6,10,0,0,0,0,45.66
2025-09-05T18:02:44.495487,0x24374C76B5CF8604,6,10,0,0,0,0,41.23
2025-09-05T18:02:46.590513,0x24374C76B5CF8604,6,10,0,0,0,0,40.42
2025-09-05T18:02:48.724748,0x24374C76B5CF8604,6,10,0,0,0,0,40.85
2025-09-05T18:02:50.838653,0x24374C76B5CF8604,6,10,0,0,0,0,40.82
2025-09-05T18:02:52.997855,0x24374C76B5CF8604,6,10,0,0,0,0,39.28
2025-09-05T18:02:55.110169,0x24374C76B5CF8604,6,10,0,0,0,0,36.59
2025-09-05T18:02:57.269467,0x24374C76B5CF8604,6,10,0,0,0,0,36.51
2025-09-05T18:02:59.376070,0x24374C76B5CF8604,6,10,0,0,0,0,34.61
2025-09-05T18:03:01.541761,0x24374C76B5CF8604,6,10,0,0,0,0,37.73
2025-09-05T18:03:03.564256,0x24374C76B5CF8604,6,10,0,0,0,0,40.24
2025-09-05T18:03:05.672664,0x24374C76B5CF8604,6,10,0,0,0,0,40.13
2025-09-05T18:03:07.836910,0x24374C76B5CF8604,6,10,0,0,0,0,38.92
2025-09-05T18:03:09.947433,0x24374C76B5CF8604,6,10,0,0,0,0,37.75
2025-09-05T18:03:12.075605,0x24374C76B5CF8604,6,10,0,0,0,0,36.35
2025-09-05T18:03:14.198304,0x24374C76B5CF8604,6,10,0,0,0,0,35.70
2025-09-05T18:03:16.340045,0x24374C76B5CF8604,6,10,0,0,0,0,37.75
2025-09-05T18:03:18.448901,0x24374C76B5CF8604,6,10,0,0,0,0,37.84
2025-09-05T18:03:20.592526,0x24374C76B5CF8604,6,10,0,0,0,0,40.24
2025-09-05T18:03:22.705700,0x24374C76B5CF8604,6,10,0,0,0,0,41.77
2025-09-05T18:03:24.727242,0x24374C76B5CF8604,6,10,0,0,0,0,40.50
2025-09-05T18:03:26.743274,0x24374C76B5CF8604,6,10,0,0,0,0,39.08
2025-09-05T18:03:28.869860,0x24374C76B5CF8604,6,10,0,0,0,0,36.06
2025-09-05T18:03:30.994690,0x24374C76B5CF8604,6,10,0,0,0,0,34.54
2025-09-05T18:03:33.151459,0x24374C76B5CF8604,6,10,0,0,0,0,33.68
2025-09-05T18:03:35.260126,0x24374C76B5CF8604,6,10,0,0,0,0,33.94
2025-09-05T18:03:37.399756,0x24374C76B5CF8604,6,10,0,0,0,0,33.87
2025-09-05T18:03:39.517939,0x24374C76B5CF8604,6,10,0,0,0,0,34.52
2025-09-05T18:03:41.611115,0x24374C76B5CF8604,6,10,0,0,0,0,36.52
2025-09-05T18:03:43.642935,0x24374C76B5CF8604,6,10,0,0,0,0,34.68
2025-09-05T18:03:45.662965,0x24374C76B5CF8604,6,10,0,0,0,0,35.11
2025-09-05T18:03:47.686625,0x24374C76B5CF8604,6,10,0,0,0,0,38.49
2025-09-05T18:03:49.718825,0x24374C76B5CF8604,6,10,0,0,0,0,40.08
2025-09-05T18:03:51.866759,0x24374C76B5CF8604,6,10,0,0,0,0,40.49
2025-09-05T18:03:53.888975,0x24374C76B5CF8604,6,10,0,0,0,0,41.37
